category;brand;name;unit;norms
Электрика;;Гофрированные трубы, безгалогенные (HF) серии FR, Диам. внеш/внутр = 20/14,1 мм ГОСТ Р МЭК 61386.1-2014 ТУ 27.90.12-001-52715257-2018 PR02.0398 Промрукав;мп;1.02
Электрика;;Пульт управления проводной в комплекте Dantex;шт;1.0
Электрика;IEK;Щит распределительный накладной 120 модулей ЩРн-120 (2х60) 835х570х140мм IP54 TITAN5 IEK;шт;1.0
Электрика;;Автоматический выключатель 3п.С50А, Iо.с=6кА S203 АВВ;шт;1.0
Электрика;;Выключатель дифференциального тока (ВДТ) 4п.63А, dI=300mA, Iо.с=6кА, А-S F204 АВВ;шт;1.0
Электрика;;Устройство пожаротушение автоматическое АОС ООО Наука и технологии;шт;1.0
Электрика;;Устройство пожаротушение автоматическое УПАП ЩИТ-100 Пожарный Эталон;шт;1.0
Электрика;;Автоматический выключатель 3п.C16А, Io.c=6кА S203 АВВ;шт;1.0
Электрика;;Автоматический выключатель 1п.C25A, Io.c=6кА S201 АВВ;шт;1.0
Электрика;;Автоматический выключатель 1п.C10А, Io.c=6кА S201 АВВ;шт;1.0
Электрика;;Автоматический выключатель 1п.C6А, Io.c=6кА S201 АВВ;шт;1.0
Электрика;;Автоматический выключатель дифференциального тока (АВДТ) 2п.C32A, 30мА, DS201 АВВ Io.c=6кА, Тип AC;шт;1.0
Электрика;;Автоматический выключатель дифференциального тока (АВДТ) 2п.C25A, 30мА, DS201 Io.c=6кА, Тип AC;шт;1.0
Электрика;;Автоматический выключатель дифференциального тока (АВДТ) 2п.C16A, 30мА, DS201 АВВ Io.c=6кА, Тип A;шт;1.0
Электрика;;Розетка 220V, врезная Jung LS990. Нержавеющая сталь (металл) трехпостовая;шт;1.0
Электрика;;Розетка 220V, врезная Jung LS990. Нержавеющая сталь (металл);шт;1.0
Электрика;;Розетка 220V, врезная Schneider Atlas design. Алюминий;шт;1.0
Электрика;;Розетка 220V, врезная (поставка Заказчика. Мосгорцех);шт;1.0
Электрика;;Распределительная коробка открытой установки квадратная IP44-66;шт;1.0
Электрика;;Установочная коробка;шт;1.0
Электрика;;Вводной кабель ППГнг(А)-HF;мп;1.02
Электрика;;Труба гофрированная ПЛЛ 32 мм;мп;1.02
Электрика;;Эвакуационный светильник;шт;1.0
Электрика;;Светильник Aledo (поставка Заказчика);шт;1.0
Электрика;Legrand;Кабельный канал 100х50 для защиты проводов и кабелей от механических повреждений, влаги, грязи. КК 100х50 Legrand;мп;1.05
Электрика;;Теплоизоляция для трубопроводов б=13 мм 32x13 ST K-FLEX;мп;1.05
Электрика;;Теплоизоляция для трубопроводов б=6 мм 25x6 ST K-FLEX;мп;1.05
Электрика;;Щит распределительный согласно спецификации;шт;1.0
Электрика;;Выключатель (мастер) встраиваемый одноклавишный 230В IP20-23;шт;1.0
Электрика;;TUNIC LED spot II 25W 3000K Ra90 60°(Lumileds) 700mA (поставка Заказчика);шт;1.0
Электрика;;TUNIC LED spot II 25W 3000K Ra90 23°(Lumileds) 700mA (поставка Заказчика);шт;1.0
Электрика;;TUNIC LED spot II 25W 3000K Ra90 45°(Lumileds) 700mA (поставка Заказчика);шт;1.0
Электрика;;Светильник аварийный поставка заказчика;шт;1.0
Электрика;DKC;Труба гофрированная ППЛ DKC 20 мм;мп;1.02
Электрика;;Лоток перфорированный 100x100х3000;шт;1.0
Электрика;;Диффузор потолочный круглый ДПУ-М 125 Арктика;шт;1.0
Электрика;;Диффузор квадратный с камерой статического давления 4АПН 300х300 Арктика;шт;1.0
Электрика;;Проводной пульт управления General Climate;шт;1.0
Электрика;;Воздухоотводчик автоматический Ду15 НР Itap;шт;1.0
Электрика;Danfoss;Автоматический балансировочный клапан c измерительными ниппелями, Danfoss ниппелями ДУ25 AQT (AB-QM) Danfoss;шт;1.0
Электрика;;Выключатель автоматический трехфазный S203 C16 2CDS253001R0164 АВВ;шт;1.0
Электрика;ABB;Устройство защитного отключения УЗО F204 25/0,3А 2CSF204001R3250 ABB;шт;1.0
Электрика;ABB;Выключатель автоматический двухполюсный S202 C6 2CDS252001R0064 ABB;шт;1.0
Электрика;ABB;Выключатель автоматический однополюсный S201 C6 2CDS251001R0064 ABB;шт;1.0
Электрика;;Выключатель автоматический трехфазный S203 C10 2CDS253001R0104 АВВ;шт;1.0
Электрика;ABB;Выключатель автоматический однополюсный S201 C10 2CDS251001R0104 ABB;шт;1.0
Электрика;ABB;Дифференциальный выключатель двухполюсный 10/0,03А DSH201R 2CSR245072R1104 ABB;шт;1.0
Электрика;Legrand;Штепсельная розетка, для скрытой проводки 2К+З, 250В, 16А, IP44 с защитными шторками. по дизайн-проекту Legrand;шт;1.0
Электрика;Legrand;Выключатель одноклавишный, скрытой установки, 250В, 10А, по дизайн-проекту Legrand;шт;1.0
Электрика;Legrand;Штепсельная розетка, для установки в кабель-канал 2К+З, 250В, 16А, IP21 с защитными шторками. Mosaic Legrand;шт;1.0
Электрика;;Коробка для установки розеток и выключателей Промрукав;шт;1.0
Электрика;;Прожектор на шинопроводе LED SNPER G 3000К CRI90 24Вт 15 гр. цв. белый + золото LED SNPER G 3000К CRI90 24Вт 15 гр. белый + золото (поставка Заказчика);шт;1.0
Электрика;;Прожектор на шинопроводе SNPER G 3000К CRI90 24вт 55 гр. цв. белый+золото SNPER G 3000К CRI90 24вт 55 гр. белый + золото (поставка Заказчика);шт;1.0
Электрика;;Светильник CORA встроенный QUNA A Mini 28W 930 24 гр. белый QUNA A Mini 28W 930 24 гр. белый (поставка Заказчика);шт;1.0
Электрика;;Светильник ALEDO встроенный 2х28W Scoop Cardan CRI90 3000K 25 гр. цв. белый ALEDO 2х28W Scoop Cardan CRI90 3000K 25 гр. цв. белый (поставка Заказчика);шт;1.0
Электрика;;Светильник светодиодный 36Вт IP45 2900Лм 4000К (поставка Заказчика);шт;1.0
Электрика;;Светильник дежурного освещения светодиодный BS-ORBITA-10-L1-ELON (Белый Свет) LED 4W BS-ORBITA-10-L1-ELON;шт;1.0
Электрика;;Аварийный светильник BS-ORBITA-83-L1-INEXI3 3 часа автономной работы BS-ORBITA-83-L1-INEXI3;шт;1.0
Электрика;;"Аварийный светильник BS-531/3-4х1 INEXI SNEL LED IP42 ""Junior"" Белый свет a6522 4W 3 часа автономной работы BS-531/3-4х1 INEXI SNEL LED IP42 Белый свет";шт;1.0
Электрика;;Эвакуационный указатель MIZAR 4023-5 LED SP 4,4 Вт (271x194x248) 3 часа автономной работы MIZAR 4023-5 LED SP Световые технологии;шт;1.0
Электрика;;Ecoplast JBS080 Коробка распределительная открытой проводки 85х85х40мм, без галогена, 6 выходов, IP54;шт;1.0
Электрика;;Клеммы Wago 221, 222;шт;1.0
Электрика;;Кабель силовой медный не содержащий галогенов ППГнг(А)-HF 5х4 Конкорд;мп;1.1
Электрика;;Кабель силовой медный не содержащий галогенов ППГнг(А)-HF 5х1.5 Конкорд;мп;1.1
Электрика;;Кабель силовой медный не содержащий галогенов ППГнг(А)-HF 2х1,5 Конкорд;мп;1.1
Электрика;;Кабель силовой медный не содержащий галогенов ППГнг(А)-HF 3х1,5 Конкорд;мп;1.1
Электрика;;Кабель силовой медный не содержащий галогенов ППГнг(А)-HF 3х2,5 Конкорд;мп;1.1
Электрика;;Провод ПуГПнг(А)-HF 1х6, желто-зеленый ПуГПнг(А)-HF 1х6;мп;1.1
Электрика;;Кабель с медными жилами КА210 нг(А)-HF 2x1.0 КА210 нг(А)-HF 2x1.0;мп;1.1
Электрика;;Труба ПЛЛ гибкая гофрированная не содержит галогенов 25мм Гофр. диам. 25 мм Промрукав;мп;1.02
Электрика;;Труба ПЛЛ гибкая гофрированная не содержит галогенов 20мм Гофр. диам. 20 мм Промрукав;мп;1.02
Электрика;;Труба ПЛЛ гибкая гофрированная не содержит галогенов 16мм Гофр. диам. 16 мм Промрукав;мп;1.02
Электрика;DKC;Лоток металлический перфорированный DKC, l=3м, 200х50 l=3м, 200х50 ДКС;шт;1.0
Электрика;DKC;Лоток металлический перфорированный DKC, l=3м, 100х50 l=3м, 100х50 ДКС;шт;1.0
Электрика;DKC;Лоток металлический перфорированный DKC, l=3м, 50х50 l=3м, 50х50 ДКС;шт;1.0
Электрика;;Кабель силовой медный, не распространяющие горение, с понижен- ным дымо- и газовыделением, огнестойкий. (для аварийного и эва- куационного освещения) ППГнг(А)-FRHF 3х1,5 Конкорд;мп;1.02
Электрика;;Ecoplast JBS100 Коробка огнестойкая E60-E90, о/п 100х100х55, без галогена, 6 вых., IP55, 3P 43007HF JBS100 Ecoplast;шт;1.0
Электрика;DKC;Труба ПЛЛ гибкая гофрированная не содержит галогенов 20мм ПЛЛ Ду20 DKC;мп;1.02
Электрика;;Реверсивный рубильник OT40F3C до 40A 3х полюсный для установки на DIN-рейку или плату (c ручкой) (выключатель нагрузки) 1SCA104913R1001;шт;1.0
Электрика;;Лоток перфорированный 50x150х3000;шт;1.0
Электрика;;Трубопровод полипропиленовый PPRC SDR6 PN25 ф40х6,7;мп;1.05
Электрика;;Трубопровод PPRC PN10 ф32х3,0;мп;1.05
Электрика;;Диффузор круглый ф160 ДПУ-М «Арктос»;шт;1.0
Электрика;;Автоматический выключатель дифференциального тока (АВДТ) 2п.C16A, 30мА, Io.c=6кА, Тип AC DS201 АВВ;шт;
Электрика;;Автоматический выключатель 1п.C10A, Io.c=6кА S201 АВВ;шт;
Электрика;;Автоматический выключатель 4п.С32А, Iо.с=6кА S204 АВВ;шт;
Электрика;;Выключатель дифференциального тока 4п.40А тип АС-S F204 АВВ;шт;
Электрика;;Лоток перфорированный 200х50х3000;шт;1.0
Электрика;;Пульт управления проводной для настенной установки GR2003DA General Climate;шт;1.0
Электрика;Danfoss;Автоматический воздухоотводчик ∅1/2'' (Ду15) Danfoss;шт;1.0
Электрика;Valtec;Трубопровод из полипропиленовых труб PN20 ∅32х4,4 PP-Fiber Valtec;мп;1.05
Электрика;;Трубопровод из полипропиленовых труб PN10 ∅25x2,3 TEBO;мп;1.05
Электрика;;Щит согласно спецификации;шт;1.0
Электрика;;Автоматические выключатели на отходящих линиях 380В,50Гц, 25А ВА-103-C DEKraft;шт;1.0
Электрика;DKC;Шинная клемма для кабеля, сечение шины 10 мм, кабель 1,5-16 мм R5BC1016 DKC;шт;1.0
Электрика;;Встраиваемый светильник 3500К, 10W;шт;1.0
Электрика;;Встраиваемый светильник 3500К, 35W;шт;1.0
Электрика;;Светильник аварийный ДПА 2104 непостоянного действия 60 LED, 4 ч, IP20;шт;1.0
Электрика;IEK;Светильник аварийно-эвакуационный светодиодный ССА3002 сменный знак, 3 ч, 3 Вт (IEK);шт;1.0
Электрика;;Выключатель одноклавишный, для скрытой установки, 220 В, IP 20, 10А;шт;1.0
Электрика;;Штепсельная розетка с третьим защитным проводником для скрытой проводки, 16А, 250V, степень защиты IP20, 50Гц, цвет белый;шт;1.0
Электрика;;Коробка распаячная IP44;шт;1.0
Электрика;;Кабельный лоток 100х50х3000мм;шт;1.0
Электрика;;Кабель с медными жилами, безгалогенный (HF) 2х1,5кв.мм ППГнг(А)-HF;мп;1.02
Электрика;;Кабель с медными жилами, безгалогенный (HF) 3х1,5кв.мм ППГнг(А)-HF;мп;1.02
Электрика;;Кабель с медными жилами, безгалогенный (HF) 3х2,5кв.мм ППГнг(А)-HF;мп;1.02
Электрика;;Кабель с медными жилами, безгалогенный (HF) вводной 5х4кв.мм ППГнг(А)-HF;мп;1.02
Электрика;;Комплект для подключения вводного кабеля: автомат, клеммы;комп;1.0
Электрика;;Кабель с медными жилами, безгалогенный (HF) 3х1,5кв.мм ППГнг(А)-FRHF;мп;1.02
Электрика;;Провод с медными жилами. Рабочее напряжение до 450 В. 1х4кв.мм ПуГПнг(А)-HF;мп;1.02
Электрика;;Труба гофрированная ПЛЛ для защиты проводов и кабелей от механических повреждений, влаги, грязи. Цвет: серый. Изготовлен из полиолефинов d=20мм;мп;1.02
Электрика;;Труба гладкая для защиты проводов и кабелей от механических повреждений, влаги, грязи.Цвет: серый. Изготовлен из полиэтилена низкого давления d=25мм;мп;1.05
Электрика;Danfoss;"Автоматический воздухоотводчик Ø1/2"" 065B822300 Danfoss";шт;1.0
Электрика;IEK;Щит распределительный индивидуального изготовления в комплекте с шинами N,PЕ навесной, IP65 (ЩаР3.13) ЩРн-96 IEK;компл;1.0
Электрика;ABB;Автоматический выключатель трехполюсный с комбинированным расцепителем вводной, 380B S203 С20А ABB;шт;1.0
Электрика;ABB;Автоматический выключатель дифференциального тока вводной, 380B F204 С40А/300мА ABB;шт;1.0
Электрика;ABB;Автоматический выключатель двухполюсный, 220В SH202 C6А ABB;шт;1.0
Электрика;ABB;Автоматический выключатель однополюсный с комбинированным расцепителем, 220В S201 C6А ABB;шт;1.0
Электрика;ABB;Автоматический выключатель трехполюсный с комбинированным расцепителем, 380В S203 C10А ABB;шт;1.0
Электрика;ABB;Автоматический выключатель однополюсный с комбинированным расцепителем, 220В S201 C10А ABB;шт;1.0
Электрика;ABB;Автоматический выключатель однополюсный с комбинированным расцепителем, 220В S201 C16А ABB;шт;1.0
Электрика;ABB;Автоматический выключатель дифференциального тока двухполюсный, 220В DS201 C10А/30мА ABB;шт;1.0
Электрика;ABB;Автоматический выключатель дифференциального тока двухполюсный, 220В DS201 C16А/30мА ABB;шт;1.0
Электрика;;Светильник аварийный потолочный светодиодный непост.действия (с АБ на не менее 3 часа работы), 230В IP65 Универсальный аварийный светильник PL EML 2.0;шт;1.0
Электрика;;Световой указатель аварийный светодиодный непост.действия (с АБ на не менее 3 часа работы), 230В IP65 Универсальный аварийный светильник PL EML 1.0;шт;1.0
Электрика;;Трековый светильник IP44 TLE-GOAL_43W_38D_4000K_CRI90 (поставка Заказчика);шт;1.0
Электрика;;Светодиодный светильник CSVT Айсберг-57/MILKY IP44 (поставка Заказчика);шт;1.0
Электрика;Legrand;Выключатель одноклавишный 10А 220В Legrand;шт;1.0
Электрика;Legrand;Розетка HDMI Legrand;шт;1.0
Электрика;Legrand;Розетк UTP Legrand;шт;1.0
Электрика;Legrand;Розетка внутрипольная одноместная, 220В 16А IP20 Legrand;шт;1.0
Электрика;Legrand;Розетка штепсельная двухполюсная одноместная с защитным контактом накладная, 220В 16А IP20 Legrand;шт;1.0
Электрика;Legrand;Розетка штепсельная двухполюсная одноместная с защитным контактом скрытой установки с защитными шторками, 220В 16А IP20 Legrand;шт;1.0
Электрика;DKC;Труба гибкая гофрированная электротехническая из самозатухающего ПВХ- пластиката с кондуктором: d=16 мм 91916 DKC;мп;1.02
Электрика;DKC;Труба гибкая гофрированная электротехническая из самозатухающего ПВХ- пластиката с кондуктором: d=20 мм. ) 91920 DKC;мп;1.02
Электрика;;Кабель с медными жилами, не распространяющие горения, с изоляцией и оболочкой из полимерных композиций, не содержащих галогенов, сечением 3х1,5 мм.кв. ППГнг(A)-FRHF ЗАО СПКБ Техно;мп;1.02
Электрика;;Кабель, не распространяющие горения, с изоляцией и оболочкой из полимерных композиций, не содержащих галогенов, сечением 2х1,5 мм.кв. ППГнг(A)-FRHF ЗАО СПКБ Техно;мп;1.02
Электрика;;"Труба ПЛЛ гибкая гофрированная не содержащая галогенов, ПВ-0, с протяжкой, d=25 мм; PR02.0216 ""ПРОМРУКАВ""";мп;1.02
Электрика;;"Коробка огнестойкая для о/п двухкомпонентная 100х100х40 мм 60-0303-FR2.5-8 E15-E120 ""ПРОМРУКАВ""";шт;1.0
Электрика;;"Лоток металлический не перфорированный с крышкой 50х50х3000мм ""ПРОМРУКАВ""";шт;1.0
Электрика;;Коробка монтажная разветвительная для скрытой проводки ЭТМ;шт;1.0
Электрика;;Огнеупорные коробки с керамическими клеммниками;шт;1.0
Электрика;;Лоток металлический перфорированный100х50х3000 мм;мп;1.0
Электрика;;Лоток металлический перфорированный 50х50х3000 мм;мп;1.0
Электрика;;Кабель HDMI;мп;1.02
Электрика;;Пластиковый диффузор ДПУ-М 125 Арктос;шт;1.0
Электрика;;Воздуховод гибкий гофрированный ø200 SONODUCT Арктос;мп;1.05
Электрика;;Щит распределительный ЩРн-60;шт;1.0
Электрика;;Распределительная коробка открытой установки IP20-23;шт;1.0
Электрика;;Распределительная коробка открытой установки огнестойкая;шт;1.0
Электрика;;Гофрированная ПЛЛ труба с протяжкой Ф20 мм;мп;1.02
Электрика;;Лоток перфорированный АО 50x50х3000;шт;1.0
Электрика;;Лоток перфорированный слаботочный 50x50х3000;шт;1.0
Электрика;;Lumixon, optima.opl eco led 595 (40) 3000K IP40 (поставка Заказчика);шт;1.0
Электрика;;Шинопровод 3-х фазный 1850 м, RAL 9001 (поставка Заказчика);мп;1.0
Электрика;;Шинопровод (поставка заказчика);мп;1.0
Электрика;;Воздуховод гибкий гофрированный 160;мп;1.05
Электрика;;Щелевой диффузор угловой РЭД-ЛУК-РУ*-У-П(RAL9005Муар)-3щ-300х30 0,0 бок,без УЗ,Фикс;шт;1.0
Электрика;;Розетка одинарная встраиваемая 230В Schneider Merten D-life нерж сталь;шт;1.0
Электрика;;Розетка одинарная встраиваемая 230В Schneider Atlas Design алюминий;шт;1.0
Электрика;;Розетка одинарная встраиваемая 230В (поставка Заказчика);шт;1.0
Электрика;;Выключатель встраиваемый одноклавишный 230В IP20-23 (поставка Заказчика);шт;1.0
Электрика;;Коробка уравнивания потенциалов на 8 вводов;шт;1.0
Электрика;;Кабель ППГнг(А)-HF 3х1,5мм2;мп;1.12
Электрика;;Кабель ППГнг(А)-FRHF 3х1,5мм2;мп;1.12
Электрика;;Кабель ППГнг(А)-HF 3х2,5мм2;мп;1.12
Электрика;;Кабель ППГнг(А)-HF 3х4мм2;мп;1.12
Электрика;;Кабель ПуГПнг(А)-HF 1х4мм2 желто-зеленый;мп;1.12
Электрика;;Кабель ППГнг HF 5х4 мм2;мп;1.12
Электрика;;Труба гофрированная ПЛЛ диам.20 мм;мп;1.0
Электрика;;Встроенный поворотный светильник Aledo RC-Sonic 93-12-9030-60 (поставка Заказчика);шт;1.0
Электрика;;Настенный светильник (поставка Заказчика);шт;1.0
Электрика;;ВЫХОД Светильник аварийный светодиодный MIZAR SP 3.2вт LED 3ч постоянный (4502001210) E-12 MIZAR 4023-4 Led SР Световые технологии;шт;1.0
Электрика;;Светильник аварийный BS-METEOR-53-L1-INEXI2 автономный Белый свет a15945;шт;1.0
